pipeline,model,sex,n_features,n_samples,n_subjects,mean_mae,std_mae,successful_folds,n_train_samples_per_fold,best_params,mae_fold_1,mae_fold_2,mae_fold_3,mae_fold_4,mae_fold_5,mae_fold_6,mae_fold_7
fs800_vol_a2009s,extratrees,M,481,1704,924,7.421068806847645,0.6992144249961719,7,1460,N/A,7.934246973196053,7.756136397474512,6.261318907350748,7.164687192461073,8.207686704201894,6.6069891027614425,8.01641637048779
fs800_vol_a2009s,extratrees,F,481,3059,1468,7.532131927363463,0.37660163192058127,7,2623,N/A,7.146914377081599,7.18553512932134,7.7826382917134715,7.225303373215733,8.284661977274832,7.564885680779574,7.534984662157692
fs800_vol_a2009s,svm,M,481,1704,924,12.235509595628077,0.9088528094240982,7,1460,N/A,11.888435899053876,12.07686164756098,11.081125323231673,12.046031783170323,13.15601996135124,11.47754233042496,13.922550224603478
fs800_vol_a2009s,svm,F,481,3059,1468,10.64098984302386,0.46845578820769257,7,2623,N/A,10.385681292212318,10.152386291929421,10.861242308788256,10.01634059417048,11.012655839697327,11.449917610505834,10.608704963863376
fs800_vol_DKT_a2009s,baseline,M,0,1704,924,22.687689378579854,0.8922534093137828,7,1460,N/A,22.51871055173099,22.443132772601853,22.581331551289296,22.331737413071455,24.269661566435616,21.195658423860984,23.473593371068805
fs800_vol_DKT_a2009s,baseline,F,0,3059,1468,18.26998241906832,0.569983534758205,7,2623,N/A,17.93195273414446,18.037867434990943,18.550255822206008,18.848646405316718,17.259913365928675,18.176603669543095,19.084637501348336
fs800_vol_DKT_a2009s,elasticnet,M,605,1704,924,15.895103344346458,0.7403546182465817,7,1460,N/A,15.298718774608615,16.203726560304478,15.19811934410081,15.810596623208461,17.122902356056052,14.98728753568017,16.644372216466625
fs800_vol_DKT_a2009s,elasticnet,F,605,3059,1468,14.379240845066592,0.6597278075029716,7,2623,N/A,14.421089583394057,13.630358811198805,15.391388290867145,13.5870186677099,14.141256972489847,15.248015970756562,14.23555761904983
fs800_vol_DKT_a2009s,kneighbors,M,605,1704,924,12.91920403802263,1.625213954768177,7,1460,N/A,11.179615717655702,13.595125233791476,10.918182903883146,13.00025235933918,15.139702010462798,11.601694781157589,14.99985525986853
fs800_vol_DKT_a2009s,kneighbors,F,605,3059,1468,13.259140883816228,1.0589611831500663,7,2623,N/A,14.108735510009149,11.992688950027308,14.149869879676078,11.332135701655044,13.411091253831431,14.181490785509167,13.637974106005421
